31,59,90,120,151,181,212,243,273,304,334,365,396,424,455,485,516,546,577,608,638,669,699,730,761,789,820,850,881,911,942,973,1003,1034,1064,1095,1126,1154,1185,1215,1246,1276,1307,1338,1368,1399,1429,1460,1491,1519,1550,1580,1611,1641,1672,1703,1733,1764,1794,1825,1856,1884,1915,1945,1976,2006,2037,2068,2098,2129,2159,2190,2221,2249,2280,2310,2341,2371,2402,2433,2463,2494,2524,2555,2586,2614,2645,2675,2706,2736,2767,2798,2828,2859,2889,2920,2951,2979,3010,3040,3071,3101,3132,3163,3193,3224,3254,3285,3316,3344,3375,3405,3436,3466,3497,3528,3558,3589,3619,3650
5958,6024.1,6024.7,6018.6,6027.1,6043.3,6062.4,6089.8,6116.9,6146.6,6180.6,6218.7,6262.1,6292.7,6338.4,6382.1,6426.6,6470.8,6516.1,6560.9,6605.1,6650.4,6695.8,6742.7,6791.3,6835.5,6885.9,6934.8,6988.3,7031.5,7085.2,7117.4,7163.1,7208,7250.3,7293.4,7337.7,7379.1,7423.1,7465.2,7507.5,7523.3,7545.2,7501.3,7458.1,7385.7,7301.1,7202.2,7091.4,6985.1,6863,6745.4,6628.8,6523.1,6420.2,6316.9,6225.9,6133.4,6047.1,5965.1,5886,5817.1,5743.3,5676.3,5609.8,5547.6,5486,5427.3,5373.1,5319.5,5270.6,5223,5176.8,5136.2,5093.1,5053.7,5015.3,4979.6,4944.1,4909.7,4877.3,4844.9,4814.4,4783.9,4754.9,4729.5,4702.3,4677,4651.6,4627.8,4604,4581.5,4560.8,4539.9,4520.1,4500,4480.2,4462.7,4443.3,4424.7,4405.6,4387.2,4368.7,4350.4,4333.3,4315.8,4299.4,4282.8,4266.8,4252.9,4238,4223.5,4208.6,4194.1,4179.2,4164.3,4149.9,4135.1,4120.8,4106.2
5636.2,5797.4,5842.3,5861.9,5889.9,5919.4,5945.1,5976.7,6007.7,6040.6,6077.2,6117.5,6163.2,6195.6,6243,6288,6333.9,6379,6425.4,6471.1,6516.1,6562.3,6608.4,6655.9,6705.1,6749.7,6800.6,6850,6903.9,6947.3,7001.5,7033.8,7080.1,7125.1,7167.7,7211.2,7255.9,7297.5,7341.9,7384.3,7427,7443.1,7465.6,7422.3,7380.2,7308.7,7225.3,7127.5,7017.8,6912.5,6791.4,6674.8,6559.1,6454.2,6352.1,6249.4,6159.2,6067.5,5982,5900.8,5822.4,5754.1,5680.8,5614.4,5548.3,5486.6,5425.5,5367.2,5313.3,5260,5211.5,5164.2,5118.2,5077.9,5035,4995.9,4957.7,4922,4886.5,4852.1,4819.8,4787.4,4756.9,4726.4,4697.4,4672,4644.9,4619.6,4594.2,4570.4,4546.7,4524.2,4503.5,4482.6,4462.8,4442.7,4422.9,4405.4,4386,4367.3,4348.2,4329.8,4311.2,4293,4275.8,4258.4,4241.9,4225.3,4209.3,4195.4,4180.4,4166,4151,4136.5,4121.6,4106.7,4092.3,4077.4,4063.1,4048.5
5349.6,5565,5666.2,5712.9,5752.6,5788.3,5822.5,5863.2,5901.1,5943.3,5986.3,6031.6,6080.8,6118.2,6167.3,6214.4,6261.7,6308.2,6355.8,6402.7,6448.8,6495.9,6542.9,6591.2,6641.1,6686.2,6737.5,6787.2,6841.5,6887,6942,6973.5,7021.1,7066.7,7109.7,7153.5,7198.6,7240.4,7284.9,7327.5,7370.3,7388.7,7410.1,7364.9,7324,7252.5,7169.2,7071.7,6962.2,6857.2,6736.7,6620.5,6505.4,6401.2,6299.7,6198,6108.7,6017.7,5932.9,5852.3,5774.3,5706.4,5633.6,5567.7,5502,5440.7,5379.9,5321.9,5268.4,5215.5,5167.2,5120.2,5074.4,5034.4,4991.7,4952.8,4914.7,4878.9,4843.6,4809.3,4777,4744.6,4714.3,4683.8,4654.9,4629.6,4602.5,4577.3,4552,4528.2,4504.6,4482.2,4461.5,4440.7,4421,4400.9,4381.1,4363.7,4344.4,4325.7,4306.7,4288.3,4269.8,4251.6,4234.5,4217.1,4200.7,4184.1,4168.2,4154.4,4139.4,4125,4110,4095.6,4080.7,4065.8,4051.4,4036.6,4022.3,4007.7
5162.3,5349.6,5478.6,5561.8,5624.7,5674.6,5719.3,5766.8,5810.5,5857.6,5904.4,5952.8,6004,6044.2,6094.2,6143.1,6192.3,6240.5,6289.5,6337.5,6384.4,6431.9,6479.1,6526.8,6575.6,6619.4,6669.2,6717.3,6770.1,6816,6869.4,6907.7,6954.5,7001.9,7046.7,7092.4,7139,7182,7227.6,7271,7314.5,7336,7356,7317.6,7274.2,7202.8,7119.8,7022.4,6912.7,6807.7,6686.9,6570.8,6455.9,6351.8,6250.4,6150.2,6061.8,5971.4,5888,5807.6,5729.9,5662.3,5589.7,5524.5,5459.2,5398.2,5337.8,5280.2,5227,5174.4,5126.4,5079.7,5034.4,4994.6,4952.2,4913.5,4875.6,4840.1,4804.9,4770.8,4738.7,4706.5,4676.2,4645.9,4617.3,4592,4565,4539.9,4514.7,4491.1,4467.6,4445.4,4424.9,4404.1,4384.5,4364.5,4344.8,4327.6,4308.3,4289.7,4270.8,4252.5,4234.1,4216,4199,4181.7,4165.4,4148.9,4133.1,4119.4,4104.5,4090.1,4075.2,4060.8,4045.9,4031.1,4016.8,4002,3987.8,3973.2
5033.6,5191.8,5315,5401.6,5489.2,5558.2,5616.9,5676.9,5729.1,5782.8,5834.2,5886.1,5940.1,5983.3,6034.7,6085.2,6135.8,6185.3,6235.5,6284.3,6332,6380.1,6427.7,6475.6,6524.4,6567.7,6617,6664,6715.8,6761.2,6813,6852.6,6897.9,6945,6989.8,7035.6,7082.6,7125.8,7171.6,7215.1,7258.6,7282.4,7300.4,7265,7218.3,7146.1,7062.9,6965.8,6856.5,6751.7,6631.1,6515,6400,6295.9,6194.3,6094.9,6006.5,5918.2,5836.7,5758.5,5683,5617,5545.8,5481.3,5416.8,5356.6,5296.8,5239.8,5186.9,5134.7,5086.9,5040.4,4995.4,4955.9,4913.9,4875.7,4838.4,4803.1,4768.2,4734.2,4702.4,4670.4,4640.4,4610.2,4581.9,4556.8,4529.9,4504.9,4479.9,4456.4,4433.1,4411,4390.7,4370.1,4350.7,4330.8,4311.3,4294.2,4275,4256.5,4237.7,4219.5,4201.3,4183.2,4166.3,4149.1,4132.9,4116.5,4100.8,4087.2,4072.4,4058.1,4043.2,4028.9,4014.1,3999.3,3985,3970.4,3956.2,3941.7
4947.1,5073.7,5184.1,5273.8,5358.4,5433.1,5507.4,5581.5,5645,5706.4,5766,5823.8,5882.3,5929.5,5983.3,6036.1,6088.5,6139.7,6191.3,6241.3,6290.1,6339,6387.5,6436,6485.3,6528.6,6578.3,6625.1,6676.8,6722.5,6773.6,6813.9,6858.1,6904.6,6949,6994.4,7041.1,7084,7129.5,7172.8,7216,7241.3,7257.3,7223.3,7173.7,7099.9,7015.6,6917.6,6807.3,6701.9,6580.8,6464.3,6349.2,6245.4,6143.9,6045.2,5956.8,5869.1,5788.2,5710.4,5636.1,5571.5,5501.9,5438.6,5375.5,5316.4,5257.7,5201.7,5149.7,5098.3,5051.1,5005,4960.4,4921.2,4879.3,4841,4803.3,4768.4,4733.9,4700.5,4669.2,4637.6,4607.9,4578.1,4550,4525.1,4498.4,4473.5,4448.6,4425.2,4402.1,4380.3,4360.2,4339.7,4320.3,4300.6,4281.3,4264.2,4245.1,4226.7,4207.9,4189.7,4171.7,4153.7,4136.9,4119.7,4103.6,4087.3,4071.7,4058.3,4043.7,4029.5,4014.7,4000.4,3985.7,3971,3956.8,3942.2,3928.2,3913.7
4888.5,4988.7,5085.9,5170.4,5254,5332.4,5409.9,5483.3,5552.4,5624.4,5693.3,5759.3,5823.4,5875.5,5933.4,5990.2,6045.7,6099.6,6153.4,6205,6255.4,6305.4,6355,6404.4,6454.7,6497.9,6548.5,6595.4,6647.7,6693.8,6745,6786,6829.9,6876.3,6920.6,6965.8,7012.4,7055.1,7100.3,7143.4,7186.2,7212.3,7227,7193.5,7141.7,7066.4,6981,6881.9,6770.3,6664,6542,6424.5,6309.3,6205.8,6104.3,6006.2,5917.9,5830.6,5749.9,5672,5598,5533.7,5464.8,5402,5339.4,5281.2,5223.6,5168.4,5117.3,5066.6,5020.1,4974.4,4930.3,4891.4,4850,4811.9,4774.4,4739.8,4705.6,4672.6,4641.6,4610.4,4581.1,4551.6,4523.7,4498.9,4472.4,4447.7,4422.9,4399.6,4376.7,4355.2,4335.2,4314.7,4295.5,4275.9,4256.7,4239.7,4220.8,4202.5,4183.9,4165.9,4147.9,4130,4113.3,4096.2,4080.1,4063.8,4048.4,4035.1,4020.6,4006.3,3991.5,3977.2,3962.5,3947.8,3933.6,3919,3904.9,3890.5
4849.4,4929.4,5016.1,5096.2,5177.2,5254.2,5331.6,5407.5,5479.5,5554.7,5624.1,5692.7,5760.4,5817.9,5880.6,5942.7,6002.8,6060.4,6117.1,6170.9,6223.6,6275.7,6327.1,6378.2,6429.9,6472.9,6525.2,6572.3,6625.6,6672.3,6723.9,6765.8,6809.7,6856.3,6900.7,6946,6992.7,7035.4,7080.7,7123.7,7166.4,7193.2,7207.1,7174.1,7121,7044.6,6958.4,6858.4,6745.8,6638.8,6515.8,6397,6281.4,6178.1,6076.6,5978.9,5890.5,5803.4,5722.8,5644.8,5570.8,5506.6,5437.9,5375.2,5312.8,5254.8,5197.5,5142.7,5092,5041.7,4995.5,4950.2,4906.5,4868,4827,4789.3,4752.1,4717.8,4683.9,4651.2,4620.5,4589.5,4560.4,4531.2,4503.4,4478.8,4452.5,4427.9,4403.2,4380.2,4357.3,4335.9,4315.9,4295.4,4276.2,4256.8,4237.6,4220.7,4201.9,4183.8,4165.5,4147.7,4129.8,4112.1,4095.6,4078.5,4062.5,4046.4,4030.9,4017.8,4003.5,3989.2,3974.5,3960.2,3945.5,3930.8,3916.6,3902,3887.9,3873.4
4825.3,4891.7,4971,5048.1,5127.3,5203.3,5280.2,5356,5428,5503.4,5573.9,5644.5,5714.2,5774,5839.2,5902.5,5963.5,6022.4,6081.2,6136.9,6191.7,6246.4,6300.3,6353.8,6407.8,6449.2,6504.9,6552.5,6607.2,6654.6,6706.9,6749.9,6794.4,6841.5,6886.4,6932.1,6979.3,7022.2,7067.7,7110.9,7153.8,7181.2,7195,7162.7,7109.2,7032.5,6946,6845.7,6732.6,6625.2,6501.5,6381,6265.4,6162.3,6060.9,5963.4,5875,5787.9,5707.3,5629.2,5555,5490.8,5422.1,5359.3,5296.9,5238.9,5181.6,5126.9,5076.2,5026,4980,4934.7,4891,4852.7,4811.7,4774.1,4737.1,4702.9,4669.1,4636.5,4606,4575.2,4546.3,4517.2,4489.6,4465.2,4439,4414.5,4390,4367,4344.2,4322.7,4302.6,4282,4262.9,4243.5,4224.4,4207.5,4188.7,4170.9,4152.8,4135.3,4117.7,4100.3,4084,4067.2,4051.3,4035.2,4019.9,4006.8,3992.6,3978.3,3963.6,3949.4,3934.6,3919.9,3905.7,3891,3876.9,3862.4
