31,59,90,120,151,181,212,243,273,304,334,365,396,424,455,485,516,546,577,608,638,669,699,730,761,789,820,850,881,911,942,973,1003,1034,1064,1095,1126,1154,1185,1215,1246,1276,1307,1338,1368,1399,1429,1460,1491,1519,1550,1580,1611,1641,1672,1703,1733,1764,1794,1825,1856,1884,1915,1945,1976,2006,2037,2068,2098,2129,2159,2190,2221,2249,2280,2310,2341,2371,2402,2433,2463,2494,2524,2555,2586,2614,2645,2675,2706,2736,2767,2798,2828,2859,2889,2920,2951,2979,3010,3040,3071,3101,3132,3163,3193,3224,3254,3285,3316,3344,3375,3405,3436,3466,3497,3528,3558,3589,3619,3650
0.28416,0.34818,0.38578,0.4079,0.42511,0.43806,0.44863,0.45711,0.46397,0.46984,0.47447,0.47839,0.48153,0.48418,0.48632,0.48808,0.48961,0.49084,0.4919,0.49281,0.49352,0.49414,0.4946,0.49499,0.49526,0.49545,0.49558,0.49567,0.49565,0.49587,0.49578,0.49633,0.49634,0.49641,0.49649,0.49657,0.49659,0.49655,0.49656,0.49657,0.4966,0.49739,0.49791,0.5004,0.5028,0.50619,0.50989,0.51401,0.51841,0.52248,0.527,0.53124,0.53536,0.53904,0.54256,0.54601,0.54904,0.55204,0.55481,0.55741,0.55989,0.56203,0.56429,0.56632,0.56832,0.57016,0.57197,0.57369,0.57526,0.5768,0.5782,0.57956,0.58086,0.582,0.5832,0.5843,0.58536,0.58635,0.58732,0.58826,0.58914,0.59001,0.59083,0.59164,0.59241,0.59308,0.5938,0.59446,0.59512,0.59573,0.59635,0.59692,0.59746,0.59799,0.59849,0.599,0.59949,0.59993,0.60041,0.60087,0.60134,0.60179,0.60225,0.6027,0.60312,0.60355,0.60396,0.60438,0.60478,0.60513,0.6055,0.60587,0.60625,0.60661,0.60698,0.60736,0.60771,0.60808,0.60844,0.6088
0.14267,0.25988,0.31534,0.33999,0.35263,0.35883,0.37017,0.38633,0.39937,0.411,0.4205,0.42875,0.43526,0.44165,0.44687,0.45186,0.45693,0.46145,0.46568,0.46947,0.4727,0.47562,0.47806,0.48025,0.4821,0.48355,0.48489,0.486,0.48689,0.48789,0.4885,0.48967,0.4902,0.49074,0.49122,0.49165,0.49198,0.49218,0.49242,0.49262,0.49282,0.49378,0.49446,0.49713,0.49939,0.50258,0.50609,0.51003,0.51426,0.5182,0.5226,0.52673,0.53075,0.53434,0.53779,0.54118,0.54414,0.5471,0.54982,0.55238,0.55483,0.55694,0.55917,0.56119,0.56318,0.56501,0.56682,0.56853,0.5701,0.57164,0.57304,0.57441,0.57572,0.57687,0.57808,0.57919,0.58027,0.58128,0.58227,0.58323,0.58413,0.58503,0.58587,0.5867,0.5875,0.58819,0.58893,0.58962,0.59031,0.59095,0.59159,0.5922,0.59276,0.59332,0.59385,0.59438,0.59491,0.59537,0.59587,0.59635,0.59684,0.59731,0.59777,0.59823,0.59866,0.59909,0.59949,0.5999,0.60029,0.60064,0.60101,0.60137,0.60175,0.6021,0.60247,0.60284,0.60319,0.60356,0.60391,0.60427
0,0.12504,0.22837,0.28088,0.31056,0.32691,0.33932,0.35081,0.36055,0.37035,0.37876,0.38601,0.39148,0.39501,0.39887,0.40226,0.40531,0.40816,0.4106,0.4124,0.41338,0.4139,0.41353,0.4119,0.40942,0.40676,0.40377,0.40086,0.39731,0.39334,0.38834,0.40104,0.40325,0.40758,0.41216,0.41688,0.42141,0.4251,0.42875,0.43178,0.43438,0.43741,0.43978,0.44958,0.4566,0.4644,0.47176,0.47889,0.48553,0.49099,0.49633,0.50087,0.5053,0.50926,0.51308,0.51683,0.52012,0.52341,0.52644,0.52932,0.53208,0.53446,0.53698,0.53927,0.54153,0.54362,0.54569,0.54765,0.54946,0.55124,0.55287,0.55446,0.556,0.55734,0.55877,0.56008,0.56137,0.56258,0.56377,0.56493,0.56601,0.5671,0.56812,0.56914,0.57011,0.57097,0.57188,0.57273,0.57359,0.57439,0.5752,0.57597,0.57668,0.5774,0.57808,0.57877,0.57944,0.58004,0.58069,0.58131,0.58195,0.58255,0.58316,0.58376,0.58432,0.58489,0.58543,0.58597,0.58649,0.58695,0.58744,0.58791,0.5884,0.58886,0.58933,0.5898,0.59024,0.5907,0.59114,0.5916
0,0,0.077426,0.17823,0.23819,0.27421,0.29925,0.31675,0.32989,0.34116,0.35052,0.35885,0.36587,0.37111,0.37612,0.38049,0.38458,0.3882,0.39151,0.39432,0.39645,0.39811,0.39902,0.39912,0.39832,0.3968,0.39393,0.39016,0.38558,0.38066,0.37494,0.37403,0.37288,0.37306,0.37406,0.37569,0.37773,0.37964,0.3817,0.38351,0.38505,0.3865,0.38761,0.38895,0.39096,0.3941,0.39796,0.40263,0.40711,0.41081,0.41452,0.41673,0.41783,0.41829,0.41852,0.41833,0.41692,0.42017,0.42655,0.43519,0.4442,0.45198,0.46016,0.46708,0.47353,0.47914,0.48421,0.48856,0.49216,0.4953,0.49786,0.50006,0.50221,0.50409,0.50611,0.50797,0.50983,0.51157,0.51331,0.515,0.5166,0.5182,0.51972,0.52124,0.52271,0.52401,0.5254,0.52671,0.52803,0.52928,0.53054,0.53175,0.53288,0.53403,0.53513,0.53624,0.53733,0.53829,0.53935,0.54037,0.5414,0.54239,0.54339,0.54437,0.5453,0.54625,0.54714,0.54805,0.54894,0.54972,0.55057,0.55138,0.55221,0.55301,0.55382,0.55463,0.5554,0.55623,0.55704,0.55786
0,0,0,0,0.097108,0.17249,0.22196,0.25607,0.28004,0.29892,0.31288,0.32451,0.33421,0.34169,0.34884,0.35493,0.36054,0.36543,0.37,0.37412,0.37768,0.38092,0.3836,0.38585,0.38755,0.38859,0.38914,0.38901,0.38813,0.3866,0.38421,0.38197,0.37983,0.37791,0.37644,0.37537,0.37475,0.37448,0.37447,0.37468,0.37501,0.37535,0.37574,0.37571,0.37588,0.37626,0.37702,0.37855,0.38081,0.38324,0.38611,0.38873,0.39094,0.39254,0.39371,0.39426,0.39406,0.39435,0.39642,0.40028,0.40472,0.40886,0.41338,0.41779,0.42238,0.42674,0.43105,0.43514,0.43883,0.4422,0.44512,0.44767,0.44993,0.45167,0.45285,0.4502,0.44796,0.45206,0.45725,0.46263,0.46763,0.47248,0.47687,0.48098,0.4845,0.48735,0.49014,0.49252,0.49469,0.49656,0.49823,0.49967,0.50103,0.50242,0.50376,0.50513,0.50648,0.50768,0.50901,0.51028,0.51158,0.51283,0.5141,0.51535,0.51653,0.51774,0.51889,0.52006,0.5212,0.52221,0.52331,0.52436,0.52544,0.52648,0.52754,0.52865,0.52971,0.53079,0.53182,0.53288
0,0,0,0,0,0,0.056031,0.13112,0.18261,0.21975,0.2467,0.26799,0.28484,0.29743,0.30869,0.31777,0.32583,0.33264,0.33892,0.34459,0.34956,0.35423,0.35833,0.36216,0.36559,0.36839,0.37112,0.37337,0.37525,0.37663,0.37758,0.37812,0.37835,0.37833,0.37813,0.37781,0.37745,0.37711,0.37673,0.37645,0.37623,0.37608,0.37595,0.37536,0.37474,0.37405,0.3735,0.37318,0.37328,0.37373,0.37461,0.37578,0.37716,0.37849,0.37983,0.38096,0.38183,0.38255,0.38346,0.38491,0.38722,0.38984,0.39308,0.39644,0.40008,0.40352,0.40697,0.4103,0.4134,0.41641,0.41917,0.42183,0.42435,0.42639,0.42836,0.42992,0.431,0.43285,0.43505,0.43744,0.43985,0.44239,0.44489,0.44747,0.45002,0.45236,0.45499,0.45749,0.46008,0.46258,0.46479,0.46649,0.46799,0.46947,0.47083,0.47216,0.47433,0.47683,0.47967,0.4824,0.48519,0.48773,0.48989,0.49186,0.49359,0.49521,0.49661,0.49791,0.49904,0.5,0.50106,0.50211,0.5032,0.50434,0.50554,0.50674,0.5079,0.50911,0.51027,0.51147
0,0,0,0,0,0,0,0,0,0.028363,0.08928,0.14093,0.18001,0.20735,0.23098,0.24942,0.26487,0.2773,0.28824,0.29778,0.30571,0.31285,0.31892,0.32455,0.32962,0.33389,0.33817,0.34205,0.34565,0.34883,0.35183,0.35454,0.35688,0.35902,0.36087,0.36255,0.36404,0.36521,0.36633,0.36732,0.36824,0.36902,0.36978,0.37026,0.37034,0.37016,0.36984,0.36943,0.36909,0.3689,0.36888,0.36911,0.3696,0.37022,0.37104,0.3719,0.37277,0.37363,0.3745,0.37549,0.37668,0.37795,0.37956,0.38137,0.38347,0.38584,0.3885,0.39127,0.39403,0.39689,0.39967,0.40249,0.40518,0.40748,0.40986,0.41199,0.41401,0.41598,0.41802,0.42008,0.42207,0.42413,0.42613,0.4282,0.43027,0.43209,0.43408,0.43594,0.43782,0.43962,0.44135,0.44226,0.44266,0.44309,0.44354,0.444,0.44497,0.44597,0.44722,0.44915,0.45239,0.45585,0.45939,0.46287,0.46615,0.4694,0.47239,0.47532,0.47766,0.47926,0.48073,0.48208,0.48354,0.48496,0.4864,0.48779,0.48909,0.49043,0.49194,0.49365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095852,0.053589,0.095278,0.13002,0.15907,0.18323,0.2029,0.21988,0.23371,0.24602,0.25654,0.26543,0.27375,0.28123,0.28799,0.29404,0.29972,0.30486,0.30941,0.31369,0.31754,0.32121,0.32461,0.32747,0.33041,0.33311,0.33577,0.33818,0.34068,0.34336,0.34569,0.34779,0.34955,0.35108,0.35247,0.3536,0.35475,0.35587,0.35702,0.35806,0.35916,0.36023,0.36128,0.36233,0.36333,0.36439,0.36548,0.3665,0.36767,0.36885,0.37015,0.37151,0.37303,0.37466,0.37635,0.37817,0.38007,0.38221,0.38444,0.38648,0.38878,0.391,0.39327,0.39547,0.39773,0.39999,0.40211,0.40423,0.40624,0.40827,0.41026,0.41203,0.41395,0.41576,0.4176,0.41936,0.42111,0.42183,0.42219,0.42256,0.42287,0.42314,0.42346,0.42389,0.42443,0.42703,0.42997,0.43315,0.43651,0.43994,0.4432,0.44646,0.4495,0.45255,0.45535,0.45711,0.45824,0.45935,0.46057,0.46175,0.46295,0.46414,0.46528,0.46647,0.46785,0.4704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017223,0.039398,0.061186,0.081297,0.10008,0.11812,0.13467,0.14925,0.16297,0.17518,0.18678,0.19739,0.2062,0.21518,0.22323,0.231,0.2381,0.24552,0.25337,0.26107,0.26904,0.2765,0.28384,0.29086,0.29682,0.30293,0.30859,0.3137,0.31795,0.32189,0.3254,0.3285,0.3314,0.33399,0.3365,0.33885,0.34086,0.34296,0.34488,0.34679,0.34858,0.35037,0.35212,0.35378,0.35545,0.35716,0.35896,0.36076,0.36239,0.36424,0.366,0.36781,0.36956,0.37137,0.37317,0.37495,0.37682,0.37865,0.38056,0.38248,0.38422,0.38616,0.38802,0.38994,0.3918,0.39371,0.39545,0.39706,0.39868,0.3996,0.39994,0.40024,0.40051,0.40081,0.40123,0.40215,0.40318,0.40474,0.40777,0.41108,0.41459,0.41796,0.42132,0.42449,0.42651,0.42784,0.42911,0.43038,0.43156,0.43276,0.43393,0.43502,0.43612,0.43731,0.44008
